,original_index,word_count,parse_depth,fold_baseline,surprisal_baseline,fold_prosody,surprisal_prosody,sic
237,237,6,5,6,7.111818313598633,6,6.347875595092773,0.7639427185058594
238,238,37,10,10,35.40223693847656,10,37.08454895019531,-1.68231201171875
239,239,5,5,2,5.949443340301514,2,4.540693283081055,1.408750057220459
240,240,2,4,9,5.41414737701416,9,2.876497268676758,2.5376501083374023
241,241,20,11,2,12.849908828735352,2,12.346818923950195,0.5030899047851562
242,242,10,5,3,8.544736862182617,3,7.07608699798584,1.4686498641967773
243,243,5,5,4,6.331600666046143,4,6.894726753234863,-0.5631260871887207
244,244,1,2,9,3.659482955932617,9,0.5729540586471558,3.0865288972854614
245,245,4,3,6,4.3616623878479,6,2.5825090408325195,1.7791533470153809
246,246,1,2,8,3.6895077228546143,8,1.41960346698761,2.2699042558670044
247,247,4,4,5,4.596532821655273,5,3.3240506649017334,1.27248215675354
248,248,4,4,2,3.3332114219665527,2,2.610576868057251,0.7226345539093018
249,249,7,6,9,7.069933891296387,9,6.23875093460083,0.8311829566955566
250,250,9,5,4,8.667699813842773,4,9.561634063720703,-0.8939342498779297
251,251,20,8,2,19.270639419555664,2,17.517715454101562,1.7529239654541016
252,252,12,10,1,15.190729141235352,1,13.838924407958984,1.3518047332763672
253,253,7,5,5,6.167688846588135,5,4.856928825378418,1.3107600212097168
254,254,4,4,5,3.280900001525879,5,1.8996154069900515,1.3812845945358274
255,255,9,12,8,10.02874755859375,8,9.278360366821287,0.7503871917724627
256,256,14,9,9,10.29209804534912,9,10.172605514526367,0.11949253082275213
257,257,12,12,4,12.378792762756348,4,12.443693161010742,-0.06490039825439453
258,258,7,7,10,8.366079330444336,10,7.245991706848144,1.1200876235961923
259,259,3,4,5,3.280900001525879,5,1.796098709106445,1.4848012924194338
260,260,67,11,8,61.11911010742188,8,63.03517150878906,-1.9160614013671804
261,261,12,7,1,10.161239624023438,1,9.912189483642578,0.24905014038085938
262,262,12,12,1,10.83724594116211,1,9.211105346679688,1.6261405944824219
263,263,8,8,2,6.386404514312744,2,5.134286880493164,1.25211763381958
264,264,4,5,3,5.469807624816895,3,3.721698522567749,1.7481091022491464
265,265,32,12,5,22.73752212524414,5,21.61299514770508,1.124526977539059
266,266,7,6,2,5.855802536010742,2,4.233748912811279,1.622053623199463
267,267,1,2,4,3.653326749801636,4,0.3941186070442199,3.259208142757416
268,268,17,6,2,22.986045837402344,2,23.78766250610352,-0.8016166687011754
269,269,3,4,4,3.323267698287964,4,1.1091344356536863,2.2141332626342773
270,270,5,5,4,4.016339302062988,4,2.1928231716156006,1.8235161304473877
271,271,18,9,8,17.076189041137695,8,15.26067352294922,1.8155155181884748
272,272,11,11,4,11.606138229370115,4,10.55213737487793,1.0540008544921857
273,273,3,4,1,3.3324010372161865,1,1.2141215801239014,2.118279457092285
274,274,15,8,2,10.503610610961914,2,9.947152137756348,0.5564584732055664
275,275,2,3,8,4.442147254943848,8,4.189172744750977,0.2529745101928711
276,276,3,4,10,3.24265718460083,10,1.165937423706055,2.0767197608947754
277,277,50,23,2,58.91231155395508,2,58.816162109375,0.09614944458007812
278,278,15,9,2,13.089960098266602,2,12.124870300292969,0.9650897979736328
279,279,9,7,1,5.47796106338501,1,4.111833095550537,1.3661279678344727
280,280,7,5,2,12.30350399017334,2,10.014473915100098,2.289030075073242
281,281,13,13,10,12.189412117004396,10,10.554128646850586,1.6352834701538104
282,282,4,5,10,6.234632968902588,10,3.862072467803955,2.372560501098633
283,283,17,9,1,14.33629322052002,1,13.712560653686523,0.6237325668334961
284,284,1,2,5,3.594882011413574,5,0.5610417127609253,3.033840298652649
285,285,5,5,7,6.21580696105957,7,4.750786781311035,1.4650201797485352
286,286,10,6,4,13.166659355163574,4,12.747879028320312,0.4187803268432617
287,287,18,7,9,20.70955467224121,9,17.36522674560547,3.344327926635742
288,288,3,3,5,4.292545318603516,5,2.759963035583496,1.5325822830200195
289,289,3,4,1,3.3324010372161865,1,1.4724926948547363,1.8599083423614502
290,290,18,12,4,14.604412078857422,4,14.785465240478516,-0.18105316162109375
291,291,13,6,5,8.786688804626465,5,7.779242038726807,1.0074467658996582
292,292,14,8,4,16.29979705810547,4,14.737035751342772,1.562761306762697
293,293,3,5,6,4.038178443908691,6,2.2202072143554688,1.8179712295532227
294,294,3,4,9,6.235499382019043,9,3.862225770950317,2.373273611068726
295,295,5,4,6,3.331875801086426,6,1.750052809715271,1.5818229913711548
296,296,12,6,8,14.550074577331545,8,12.167425155639648,2.3826494216918963
297,297,7,6,4,9.018543243408203,4,8.64692497253418,0.37161827087402344
298,298,9,9,3,7.045943737030029,3,6.535215377807617,0.5107283592224121
299,299,24,8,5,22.53520965576172,5,20.974929809570312,1.5602798461914062
300,300,15,9,6,18.29073905944824,6,19.405353546142575,-1.114614486694336
301,301,8,9,10,8.166109085083008,10,6.66433048248291,1.5017786026000977
302,302,5,6,10,4.976759910583496,10,3.3268182277679443,1.6499416828155518
303,303,14,10,8,10.246261596679688,8,9.2881498336792,0.9581117630004883
304,304,3,4,1,3.3324010372161865,1,1.3432753086090088,1.9891257286071777
305,305,4,5,7,4.063314437866211,7,2.1187891960144043,1.9445252418518066
306,306,5,4,8,6.710292816162109,8,5.862024784088135,0.8482680320739746
307,307,7,6,9,4.997422218322754,9,3.938293218612671,1.059128999710083
308,308,33,15,2,31.5845890045166,2,30.600385665893555,0.9842033386230469
309,309,12,7,8,14.44626808166504,8,14.748323440551758,-0.302055358886717
310,310,5,5,3,10.065683364868164,3,9.938325881958008,0.12735748291015625
311,311,6,5,2,4.517434120178223,2,4.374364852905273,0.14306926727294922
312,312,1,3,2,4.476104259490967,2,0.9897287487983704,3.4863755106925964
313,313,6,4,2,7.907124519348144,2,6.800961017608643,1.106163501739501
314,314,8,6,1,4.744963645935059,1,3.0997891426086426,1.645174503326416
315,315,17,8,5,16.464771270751953,5,15.09429168701172,1.3704795837402326
316,316,8,7,2,6.777076721191406,2,6.859801292419434,-0.08272457122802734
317,317,3,5,1,4.067378997802734,1,3.090799570083618,0.9765794277191162
318,318,9,9,7,7.000191688537598,7,5.599721908569336,1.4004697799682617
319,319,7,5,8,4.043652534484863,8,3.295704126358032,0.7479484081268315
320,320,8,6,9,4.715137958526611,9,3.10017728805542,1.6149606704711914
321,321,1,3,3,4.454620361328125,3,0.8734888434410095,3.5811315178871155
322,322,2,2,1,3.666163206100464,1,4.291494369506836,-0.6253311634063721
323,323,6,5,1,6.869505882263184,1,5.065936088562012,1.8035697937011719
324,324,5,4,2,7.907124519348144,2,6.919070243835449,0.9880542755126944
325,325,5,4,6,3.331875801086426,6,5.184145450592041,-1.8522696495056152
326,326,4,4,3,3.3515641689300537,3,1.3764567375183103,1.9751074314117434
327,327,8,6,5,8.379501342773438,5,7.297077178955078,1.0824241638183594
328,328,38,15,9,31.99336624145508,9,30.383838653564453,1.6095275878906286
329,329,4,5,8,7.493566513061523,8,5.572107315063477,1.9214591979980469
330,330,5,6,2,4.776374340057373,2,3.507725238800049,1.2686491012573242
